	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
RAB40A	19.07815117	-0.504581859	0.509279312	-0.990776273	0.321794838	0.516878612
RP11-214K3.24	18.6322441	-0.504478717	0.611190685	-0.825403151	0.409142747	0.604002234
CXXC5	25718.30923	-0.504379662	0.206911785	-2.43765556	0.014782852	0.052936648
CXCL2	2.429773211	-0.504356487	1.411012478	-0.357442968	0.720760215	0.841799682
KRT19	234732.181	-0.504274889	0.206340261	-2.443899636	0.014529468	0.052160038
RP11-547D13.1	4.911610238	-0.504269996	1.01104066	-0.49876332	0.617946131	0.774817478
NSMCE4A	3215.052039	-0.504206448	0.180597941	-2.791872637	0.005240398	0.022873527
EHD3	602.4474258	-0.504185107	0.153197478	-3.291079692	0.000998036	0.005844782
ALG1L2	35.93350754	-0.504162383	0.404274827	-1.247078345	0.212368772	0.390471188
BAALC	27.53642248	-0.504145445	0.449201152	-1.122315566	0.26172829	0.450675925
ZNF532	243.6495977	-0.50412041	0.272793976	-1.847989525	0.064603858	0.164358821
SNORD9	12.12003331	-0.504022525	0.743226308	-0.678154849	0.497673517	0.680071212
RP11-163G10.4	0.805147992	-0.503909685	3.336203832	-0.151042835	0.879941926	NA
RP11-302B13.1	0.805147992	-0.503909685	3.336203832	-0.151042835	0.879941926	NA
RP11-611O2.2	0.805147992	-0.503909685	3.336203832	-0.151042835	0.879941926	NA
RP3-414A15.2	0.805147992	-0.503909685	3.336203832	-0.151042835	0.879941926	NA
SNAP25-AS1	0.805147992	-0.503909685	3.336203832	-0.151042835	0.879941926	NA
IDSP1	9.338351119	-0.503859959	0.729450609	-0.690738966	0.489729597	0.673704146
C8orf44	230.7764825	-0.503838879	0.223902272	-2.25026247	0.024432289	0.079062301
LINC01503	451.9140238	-0.503837092	0.214346238	-2.350575855	0.018744387	0.064170591
RP11-304L19.11	281.7241353	-0.503786152	0.205923958	-2.446466921	0.014426403	0.051878492
LLNLF-173C4.2	7.322733483	-0.503519046	0.82595929	-0.609617269	0.54211537	0.716719046
AGBL5	2960.509835	-0.50347114	0.132276263	-3.806209284	0.000141113	0.001082119
PSMA4	33192.25256	-0.503384746	0.210099055	-2.39594008	0.0165778	0.058054572
OCIAD1-AS1	43.30188343	-0.503229651	0.386769938	-1.301108493	0.193221321	0.365629203
GOLT1A	593.8333431	-0.503127049	0.229717156	-2.19020232	0.028509567	0.089006729
TSPYL2	2399.010261	-0.50299663	0.131072329	-3.837550099	0.000124268	0.000970096
RP11-82L18.2	78.38355907	-0.502973981	0.327823665	-1.534282099	0.124960268	0.267352044
AF224669.3	1.610295985	-0.502903803	2.749429849	-0.182912033	0.854867041	NA
DACT3-AS1	9.347650813	-0.502722352	0.720015511	-0.698210448	0.485045594	0.670370179
RP11-423H2.3	67.06510971	-0.502665019	0.408756799	-1.229741057	0.218794087	0.398951362
SNRPD2	18963.97319	-0.502643441	0.278939606	-1.80197946	0.071548637	0.177617316
F8	339.5807552	-0.502633109	0.227302818	-2.211292901	0.027015561	0.085321052
ATOX1	2923.826738	-0.502560609	0.262233115	-1.916465086	0.055305923	0.146116626
KIAA1683	1043.776972	-0.502448648	0.155120237	-3.239091535	0.001199111	0.006789836
MB	1326.605955	-0.502389184	0.231086721	-2.174028791	0.029702973	0.091695234
RP1-120G22.11	10.1936973	-0.502329941	0.854298137	-0.588003086	0.556530222	0.728462486
MYC	12074.98718	-0.502287029	0.124371611	-4.03859871	5.38E-05	0.00046756
SLC35C1	3146.244883	-0.502255965	0.131009896	-3.833725409	0.000126217	0.000982785
CTD-2267D19.4	40.56144898	-0.502244319	0.459893983	-1.092087172	0.274794787	0.464999039
CYP4F29P	71.76345302	-0.502230265	0.411793234	-1.219617573	0.222609882	0.403666362
CTD-2649C14.2	112.3156155	-0.502180144	0.233442707	-2.151192255	0.031461028	0.095747184
BARX1	11.33166965	-0.502150087	0.664465691	-0.755720113	0.449817022	0.640380808
ZFYVE21	9936.202239	-0.502010463	0.151524317	-3.313068638	0.000922783	0.005467362
RP11-144G6.12	4.106462245	-0.501635304	1.243749527	-0.403325021	0.686709137	0.820745317
COMMD3	1062.204472	-0.50160014	0.19053847	-2.632539981	0.008474905	0.033857795
DDX19B	1684.818968	-0.501248117	0.184974735	-2.709819361	0.006731986	0.02807229
ICAM1	294.8133005	-0.501161189	0.177995241	-2.815587567	0.004868813	0.021590938
PDE8B	101.7202002	-0.501065057	0.270955072	-1.849255131	0.064420981	0.164013833
ZNF862	1310.314203	-0.501008838	0.130875803	-3.828124281	0.000129124	0.001000285
THEM5	140.1962635	-0.500907107	0.241563957	-2.073600353	0.038116442	0.110848512
RP3-325F22.3	3.99426162	-0.500879801	1.238416341	-0.404451867	0.685880466	0.82047547
RP11-307E17.8	6.828890713	-0.500838333	0.872774999	-0.573845874	0.566072103	0.735639292
AP006621.5	196.8112679	-0.500808701	0.23880192	-2.097172004	0.035978352	0.106001486
JADE1	2263.800183	-0.500614698	0.126255492	-3.965092458	7.34E-05	0.000615264
CNKSR3	567.8848755	-0.500580305	0.149450034	-3.349482705	0.000809626	0.004896061
RPL14P1	220.8888728	-0.500576354	0.278564472	-1.796985635	0.0723379	0.178863597
RAB33A	8.883419054	-0.500317591	0.863236222	-0.57958364	0.562195428	0.732364865
COQ9	1845.317685	-0.500208012	0.170906887	-2.926786748	0.003424836	0.016219886
ENTPD3-AS1	302.7825711	-0.500166334	0.277645391	-1.801457362	0.071630822	0.177748661
SMIM20	1216.008886	-0.500165978	0.192015415	-2.604822006	0.0091922	0.036117419
RP11-734K23.9	21.58560518	-0.500132707	0.543667812	-0.919923334	0.357612824	0.554525925
CCDC115	2701.873545	-0.500072746	0.145968468	-3.425895696	0.000612776	0.003871454
PDE4C	53.27713172	-0.500001415	0.381562796	-1.310404001	0.190059201	0.361433234
RP5-994D16.3	6.99151268	-0.499641131	0.962116815	-0.519314415	0.603541503	0.763782934
MIR3685	25.19731157	-0.499498013	0.50326209	-0.992520642	0.320943615	0.51601699
RP11-150O12.6	31.22697086	-0.499159914	0.58368378	-0.855188942	0.392446557	0.58775019
EEF1E1	1441.002133	-0.499058549	0.209097476	-2.386726795	0.016999119	0.059205593
AC005740.5	5.137527132	-0.498857072	1.153178285	-0.432593189	0.665310338	0.80607268
KCNK15	808.882808	-0.498836003	0.183249188	-2.722173069	0.006485417	0.027243745
RP5-907D15.3	8.444388816	-0.498761136	0.84455715	-0.590559367	0.554815697	0.727315881
ZNF830	968.1260206	-0.498752202	0.144191527	-3.458956387	0.000542273	0.003483109
MEP1B	3.600124751	-0.498531246	1.439261441	-0.346379909	0.729057222	0.846523413
RP11-264J4.8	5.900087829	-0.498362185	1.24464477	-0.400405157	0.688858126	0.822053386
ZNF420	637.2815197	-0.498309895	0.141398948	-3.524141459	0.000424857	0.002819149
SLC35D2	2281.508063	-0.497948705	0.16078739	-3.096938786	0.001955302	0.01023636
SDHD	4268.139347	-0.497832364	0.157373047	-3.163390258	0.001559431	0.00848585
THAP4	3869.05331	-0.49779807	0.196160861	-2.537703321	0.011158253	0.042241744
HMGB1P24	2.457792751	-0.497770235	2.135177042	-0.233128319	0.815661765	0.900416437
C19orf70	640.7082973	-0.497627274	0.289727901	-1.717567665	0.085875502	0.203412156
MIR4477A	1.990346659	-0.497575377	1.858153898	-0.267779422	0.788869111	NA
ADAMTS17	548.7553155	-0.49748527	0.152383026	-3.264702666	0.00109579	0.006306248
VSTM2L	6.761168109	-0.497449751	1.201822416	-0.413912858	0.678937927	0.815948461
RP5-1184F4.5	1.539044854	-0.49739674	2.383926737	-0.208645984	0.83472461	NA
GPATCH3	916.6879958	-0.497248879	0.210454959	-2.362733007	0.018140734	0.062482748
RP11-350N15.5	37.3616975	-0.497219154	0.395685082	-1.256603236	0.208897342	0.385883399
RP1-239B22.5	51.13961599	-0.496938602	0.412054356	-1.206002546	0.227816509	0.409924556
RP11-114B7.6	3.714069969	-0.496789277	1.260867503	-0.394005933	0.693576659	0.825089529
ERICH6B	18.44030598	-0.496772653	0.548995968	-0.904874866	0.365531684	0.561961288
MED14OS	12.58345383	-0.496617037	0.711574124	-0.697913289	0.485231423	0.670478513
AC005901.1	16.30442009	-0.496523815	0.581818007	-0.853400565	0.393437208	0.588761849
FAM13C	7.963840617	-0.49649831	0.833864153	-0.5954187	0.551563629	0.72467662
RPS23	10427.67266	-0.496491638	0.215060274	-2.30861623	0.020964887	0.070044467
RP1-111C20.4	10.44668119	-0.496422314	0.695417508	-0.71384788	0.475321249	0.662654243
FAM150B	4.417959504	-0.496419074	1.028380483	-0.482719268	0.62929508	0.78226239
WEE2-AS1	99.42286333	-0.496374804	0.269691945	-1.840525136	0.065691177	0.166618897
MGAT4B	10730.21994	-0.496191044	0.142688185	-3.477450116	0.000506207	0.003280082
ADSSL1	937.6420453	-0.496022373	0.14230417	-3.485648892	0.000490945	0.003195682
RHOG	1037.482045	-0.495982959	0.206130085	-2.406164814	0.01612099	0.056691915
MTCO3P12	49.56903071	-0.495883179	0.353806553	-1.401565842	0.161044933	0.321139942
NAT16	8.055211453	-0.495843708	1.032553287	-0.480211254	0.631077186	0.783604559
OCIAD2	3256.294453	-0.495705085	0.223451682	-2.218399434	0.02652761	0.0841029
CTH	396.5397648	-0.495689973	0.18691761	-2.651916925	0.008003623	0.032304469
LYN	1502.217706	-0.495673927	0.161352767	-3.07198902	0.002126375	0.01100856
RASGEF1C	23.75103189	-0.495499269	0.566790706	-0.874219115	0.381998938	0.578092361
TXNRD2	1802.272496	-0.495363438	0.186490713	-2.656236497	0.007901818	0.031997809
RPL8	139634.7859	-0.495239575	0.237080991	-2.088904615	0.03671631	0.107705316
VGLL3	17.05119575	-0.495231432	0.621237855	-0.797168795	0.425353006	0.61894087
LRRC75A-AS1	18800.38958	-0.495188105	0.137433072	-3.603121864	0.000314418	0.002170539
TPBGL	14.25047952	-0.495184087	0.681089187	-0.727047347	0.467196952	0.655922363
MPC2	2366.335884	-0.495032406	0.226796306	-2.182718112	0.029056575	0.090167901
RP11-1191J2.2	17.5233031	-0.494931488	0.625651822	-0.791065366	0.428905848	0.621881461
CTD-2619J13.19	74.28457437	-0.494828065	0.314824967	-1.571756107	0.116007125	0.252790402
RP11-488P3.1	5.18654904	-0.49482119	1.275683845	-0.387887008	0.698099653	0.828198337
C14orf142	3064.500444	-0.494757134	0.146684503	-3.372933904	0.000743718	0.004556492
RNU1-69P	7.176205227	-0.494700698	1.021075138	-0.484490004	0.628038157	0.781606802
CNPY2	429.0985359	-0.494667541	0.171202413	-2.889372477	0.003860115	0.017866736
KLF5	3644.411596	-0.49462178	0.188142194	-2.62897849	0.008564178	0.034152647
CTD-2616J11.10	9.444097945	-0.494464466	0.868284621	-0.56947279	0.569035331	0.738423299
RP11-676J12.8	9.483474999	-0.494390694	0.955836216	-0.517233691	0.604993036	0.764655783
AC053503.4	93.5418219	-0.494292097	0.261261748	-1.891942084	0.058498698	0.152584413
RP11-140I16.3	1.958990475	-0.494042952	1.665744641	-0.296589849	0.766779662	NA
RP11-320M2.1	15.61409488	-0.494011238	0.772959784	-0.639116352	0.522747243	0.700896935
EIF3H	32440.12138	-0.493755354	0.159400336	-3.097580377	0.001951075	0.010225249
RP11-176H8.1	29.94817181	-0.493593111	0.583227131	-0.846313699	0.397377768	0.592395584
B3GNT4	149.9537197	-0.493452845	0.246798181	-1.999418486	0.045563093	0.126289122
SNHG1	6504.88369	-0.493420743	0.163483166	-3.018174617	0.002543023	0.012753849
C12orf45	942.6648511	-0.493313843	0.253301108	-1.947539218	0.051470123	0.138483897
PHKA2-AS1	22.34901275	-0.493255555	0.510187619	-0.966812084	0.333637982	0.529590329
CCNI	34413.12388	-0.493186065	0.122425286	-4.028465684	5.61E-05	0.000484702
LINC00959	110.3427957	-0.492932515	0.266431648	-1.850127488	0.064295177	0.16381375
MAPK10	114.2349373	-0.492915352	0.259450373	-1.899844456	0.057453535	0.150510957
FAM198B	5385.159578	-0.492844229	0.241284776	-2.042583193	0.041093716	0.117411999
ZSCAN26	933.6244927	-0.492674183	0.127905627	-3.851856984	0.000117225	0.000923431
PSMG2	3856.403128	-0.492671024	0.175340969	-2.80978842	0.004957408	0.02189011
ANXA3	5751.598303	-0.492636713	0.146158759	-3.370558955	0.000750159	0.004592475
TCTE3	232.1150774	-0.492472521	0.240738527	-2.045673897	0.040788466	0.116702299
ITGA9	3.721209298	-0.492384542	1.401368218	-0.351359861	0.725318391	0.844487462
SYNGR1	741.229837	-0.492341843	0.164820548	-2.987138736	0.002816019	0.013867553
FIBP	6055.443228	-0.492321592	0.240880958	-2.043837736	0.04096958	0.117140007
RP5-1024G6.5	100.1235649	-0.492241046	0.268425576	-1.833808289	0.066682457	0.168464594
PARD6G-AS1	9.771399545	-0.491909616	0.777282961	-0.63285784	0.526826481	0.703807026
KIAA2012	9.63088619	-0.491566484	0.793407013	-0.619564078	0.535544823	0.711540105
SNX21	866.0141181	-0.491547083	0.185370385	-2.651702338	0.008008711	0.0323146
ETV6	1281.595891	-0.49144737	0.1472081	-3.338453307	0.000842462	0.005060606
RP4-756H11.5	459.471895	-0.491414881	0.256091324	-1.918904835	0.054996379	0.14562168
PDLIM1	5712.230729	-0.491257022	0.194609267	-2.524324922	0.011592073	0.043620249
GPX4	14812.27199	-0.49113142	0.250943341	-1.957140671	0.050330932	0.136117707
ANKRD9	3707.544354	-0.490947922	0.135450637	-3.624552335	0.000289462	0.002024736
ARMCX6	4281.636865	-0.490862335	0.146603483	-3.348231056	0.000813292	0.004913334
RP11-295G20.2	182.4573034	-0.490832421	0.350326731	-1.401070421	0.161193016	0.321327553
AC142472.6	187.4193789	-0.490555982	0.273305413	-1.794900354	0.072669578	0.179628841
SEPW1	5543.878356	-0.490553337	0.187262779	-2.619598718	0.008803329	0.034915124
TMEM126A	2041.533076	-0.490079555	0.224101878	-2.186860542	0.028752706	0.089581555
SYT15	47.18405304	-0.489955916	0.389823995	-1.256864436	0.208802729	0.38580275
RP11-10O17.3	9.709985459	-0.489916761	0.719452557	-0.680957703	0.495898254	0.6786535
COMMD7	3406.081927	-0.489904846	0.166035627	-2.950600758	0.003171566	0.015228281
RP11-981G7.6	16.67190106	-0.489631507	0.64987425	-0.753425001	0.451194564	0.641664881
RP11-4C20.3	20.79247518	-0.489624271	0.586344568	-0.835045292	0.403692208	0.598837593
RNU6-722P	13.0728358	-0.489553809	0.678127243	-0.72192028	0.470343492	0.658591327
KIF26B	18.99105188	-0.489476046	0.538148739	-0.909555316	0.363057073	0.559668953
CCDC71L	1238.863601	-0.489210727	0.149350912	-3.275579097	0.001054456	0.006108901
FABP5P7	9.248552994	-0.489186158	0.770190203	-0.635149805	0.525330717	0.702852677
NAA20	7787.184083	-0.489172846	0.179421179	-2.72639411	0.006403049	0.02698237
RP11-677M14.5	18.37970367	-0.489096251	0.556373819	-0.87907848	0.379358725	0.575678652
LAMA2	7.133076335	-0.489087358	0.934870705	-0.523160428	0.600862617	0.761778605
RNU6-101P	2.355307593	-0.489011218	1.609241	-0.303876932	0.761221653	0.866341787
RPL21P39	23.5285428	-0.48894556	0.560466444	-0.872390427	0.382995421	0.57905913
STXBP2	2882.436088	-0.48894456	0.222307421	-2.199407284	0.027848975	0.087405042
XBP1	199916.517	-0.488847269	0.12081521	-4.046239439	5.20E-05	0.000454518
OSTC	8054.891565	-0.488844515	0.197555957	-2.474461023	0.013343738	0.048724406
CAMKMT	595.7535962	-0.488751997	0.154771482	-3.157894406	0.001589131	0.008626204
TEN1-CDK3	73.50284177	-0.488333034	0.323035293	-1.511701802	0.13060974	0.275705184
PPIEL	2.386663777	-0.488330499	1.575485717	-0.309955523	0.756594779	0.863718098
MAGEE1	142.5975514	-0.488228557	0.289888488	-1.684194364	0.092144112	0.2143498
OCIAD1	9563.767969	-0.488187561	0.143694231	-3.397405435	0.000680281	0.004222158
RDH14	1619.188244	-0.487989382	0.180513117	-2.703345824	0.006864529	0.028541678
SYCP2	4199.85289	-0.487873631	0.172420455	-2.829557724	0.004661239	0.020839995
PDSS1P2	4.376492544	-0.487848876	1.384755693	-0.3522996	0.724613588	0.844233831
FHL1	1096.217728	-0.487821146	0.149467588	-3.263725288	0.001099577	0.006320552
RP1-313L4.4	5.334892775	-0.487544188	1.067361522	-0.456775121	0.64783269	0.795010849
CELF5	137.6641906	-0.48748182	0.230347413	-2.116289536	0.03432019	0.102408175
RP11-644C3.1	0.780931137	-0.487473011	2.548323498	-0.191291652	0.848297101	NA
OAS3	3273.090104	-0.487354594	0.12374061	-3.938517781	8.20E-05	0.000676793
BRD7	6089.416356	-0.487283035	0.114389299	-4.25986554	2.05E-05	0.000198232
RP11-434D9.1	845.0124954	-0.486842766	0.141976884	-3.429028398	0.000605746	0.003842035
THAP11	2379.088674	-0.486777126	0.178496816	-2.72709136	0.006389535	0.026935642
FAM234A	3333.035256	-0.486634176	0.244220359	-1.992602823	0.046304956	0.127805678
SERPINB6	5084.127136	-0.486623632	0.212698795	-2.287853267	0.022146068	0.073125683
CCNB3	21.70831684	-0.486604472	0.611208727	-0.796134692	0.425953752	0.619480976
ASB3	102.8766114	-0.486523116	0.265894446	-1.829760352	0.067285782	0.169683429
RP4-605O3.4	96.33226938	-0.48641004	0.325202412	-1.495714737	0.134728008	0.282277291
TMEM251	1660.580559	-0.486344747	0.222710165	-2.183756395	0.028980153	0.090026442
AC074117.10	2042.072291	-0.486343991	0.127235622	-3.822388609	0.000132165	0.00102025
CYFIP2	1978.519527	-0.486118953	0.12362967	-3.932057341	8.42E-05	0.000693361
CTC-490E21.14	35.03460979	-0.486085966	0.508840755	-0.95528112	0.339435553	0.536183516
HPCA	41.20231884	-0.486045096	0.450234283	-1.079538173	0.280347886	0.471472112
CTD-2201E18.5	25.10108135	-0.485651156	0.620807109	-0.782289941	0.434044197	0.626812732
MSH4	1.561862275	-0.485626548	1.987391544	-0.244353736	0.80695687	NA
FGF1	1.561862275	-0.485626548	1.987391544	-0.244353736	0.80695687	NA
AL450992.2	180.1250842	-0.485595264	0.208738802	-2.326329647	0.020000972	0.067547574
RPL23AP30	0.765253045	-0.48554149	3.381923101	-0.143569642	0.885840314	NA
MIR320C1	0.765253045	-0.48554149	3.381923101	-0.143569642	0.885840314	NA
FAM182A	0.765253045	-0.48554149	3.381923101	-0.143569642	0.885840314	NA
H2AFZP1	0.765253045	-0.48554149	3.381923101	-0.143569642	0.885840314	NA
CTC-338M12.6	7.85333486	-0.48551984	1.054672468	-0.460351299	0.645264085	0.792980649
RP11-10C24.2	141.3353986	-0.485452293	0.266860315	-1.819125084	0.068892349	0.172688678
ARF5	6884.503979	-0.485450472	0.198030316	-2.451394723	0.014230381	0.051306269
UQCRHL	259.7086756	-0.485386212	0.251846263	-1.927311556	0.053940814	0.143593842
GNG3	14.7948107	-0.485328762	0.681168575	-0.712494351	0.476158708	0.663331869
RP11-666O2.4	3.616736354	-0.485300132	1.272892089	-0.381257875	0.703011909	0.83138621
B9D2	239.3946667	-0.485232771	0.274319079	-1.768862645	0.076916799	0.187343435
RP1-267D11.6	441.2785685	-0.485139156	0.193966142	-2.501153811	0.01237894	0.045916868
PRDX5	12268.90101	-0.485040439	0.25030468	-1.937800117	0.052647613	0.140890825
AC012512.1	9.174017342	-0.484953238	0.906876178	-0.534751325	0.592821825	0.756040059
DEAF1	1775.648181	-0.484859915	0.149853478	-3.235559966	0.001214044	0.006869587
MFGE8	2180.442676	-0.484828139	0.148800693	-3.258238453	0.001121062	0.006425972
SPINK13	1.699506455	-0.484807026	2.278626346	-0.212762846	0.831511945	NA
RP5-1021I20.1	86.34100796	-0.484722836	0.308975052	-1.568808981	0.116692455	0.253942022
RP3-423B22.5	8.881726702	-0.484699306	1.037397875	-0.467226044	0.640338162	0.789804601
GABRA1	1.530506091	-0.484682418	2.775363203	-0.174637474	0.861364501	NA
BID	3692.665538	-0.484485427	0.165164114	-2.933357709	0.003353173	0.015927081
ZNF343	462.3869246	-0.484414361	0.153317759	-3.159545014	0.001580157	0.008583245
LYSMD2	700.3357257	-0.484407628	0.182546376	-2.653614048	0.007963485	0.032166089
OPLAH	515.1960795	-0.484365417	0.162981241	-2.971909006	0.002959544	0.014406791
MEPE	1.645282274	-0.48434027	1.977369662	-0.244941692	0.806501579	NA
CDK3	28.71290383	-0.484263283	0.627210768	-0.772090193	0.44006101	0.631825108
ADAM10	13212.23661	-0.48414048	0.193628892	-2.500352482	0.012406979	0.045981545
CLTB	9070.921158	-0.48412559	0.238762983	-2.0276409	0.042596912	0.120347673
RP11-68L18.1	1024.982146	-0.484073129	0.166830575	-2.901585215	0.003712798	0.017316883
RP11-48B3.4	58.04253278	-0.484029882	0.342217283	-1.414393444	0.157246414	0.315584366
AGER	708.1426606	-0.483828672	0.217702816	-2.222427259	0.026254445	0.083479372
GS1-279B7.1	0.796609229	-0.483573892	2.863967252	-0.168847563	0.865916545	NA
RNU6-377P	0.796609229	-0.483573892	2.863967252	-0.168847563	0.865916545	NA
FTH1P4	0.796609229	-0.483573892	2.863967252	-0.168847563	0.865916545	NA
RHO	0.796609229	-0.483573892	2.863967252	-0.168847563	0.865916545	NA
TMED7-TICAM2	0.796609229	-0.483573892	2.863967252	-0.168847563	0.865916545	NA
RNA5SP194	0.796609229	-0.483573892	2.863967252	-0.168847563	0.865916545	NA
RP11-212D19.4	0.796609229	-0.483573892	2.863967252	-0.168847563	0.865916545	NA
RP11-982M15.7	0.796609229	-0.483573892	2.863967252	-0.168847563	0.865916545	NA
HINFP	2759.383213	-0.483535684	0.148347545	-3.259478844	0.001116171	0.006400786
